1579810862.422048495 1 www.gstatic.com www.gstatic.com 299
1579810862.621923222 1 www.cincodias.com cincodias.com.edgesuite.net 299
1579810862.621923222 2 cincodias.com.edgesuite.net a1490.g.akamai.net 19164
1579810862.621923222 3 a1490.g.akamai.net a1490.g.akamai.net 19
1579810862.621923222 4 a1490.g.akamai.net www.cincodias.com 19
1579810862.711073918 1 accounts.google.com accounts.google.com 105
1579810866.413313471 1 cincodias.com cincodias.com 32
1579810866.413313471 2 cincodias.com cincodias.com 32
1579810866.504149493 1 cincodias.elpais.com elpais-as.com.edgekey.net 50
1579810866.504149493 2 elpais-as.com.edgekey.net e11934.b.akamaiedge.net 163
1579810866.504149493 3 e11934.b.akamaiedge.net e11934.b.akamaiedge.net 19
1579810866.504149493 4 e11934.b.akamaiedge.net e11934.b.akamaiedge.net 19
1579810866.504149493 5 e11934.b.akamaiedge.net e11934.b.akamaiedge.net 19
1579810866.504149493 6 e11934.b.akamaiedge.net e11934.b.akamaiedge.net 19
1579810866.504149493 7 e11934.b.akamaiedge.net e11934.b.akamaiedge.net 19
1579810866.504149493 8 e11934.b.akamaiedge.net e11934.b.akamaiedge.net 19
1579810866.504149493 9 e11934.b.akamaiedge.net e11934.b.akamaiedge.net 19
1579810866.504149493 10 e11934.b.akamaiedge.net e11934.b.akamaiedge.net 19
1579810866.504149493 11 e11934.b.akamaiedge.net cincodias.elpais.com 19
1579810866.802835900 1 d500.epimg.net epimg.net.edgekey.net 13
1579810866.802835900 2 epimg.net.edgekey.net e11934.d.akamaiedge.net 598
1579810866.802835900 3 e11934.d.akamaiedge.net e11934.d.akamaiedge.net 19
1579810866.802835900 4 e11934.d.akamaiedge.net d500.epimg.net 19
1579810866.804438237 1 ep00.epimg.net epimg.net.edgekey.net 53
1579810866.804438237 2 epimg.net.edgekey.net e11934.d.akamaiedge.net 344
1579810866.804438237 3 e11934.d.akamaiedge.net e11934.d.akamaiedge.net 19
1579810866.804438237 4 e11934.d.akamaiedge.net ep00.epimg.net 19
1579810866.810976331 1 sdk.privacy-center.org sdk.privacy-center.org 59
1579810866.810976331 2 sdk.privacy-center.org sdk.privacy-center.org 59
1579810866.810976331 3 sdk.privacy-center.org sdk.privacy-center.org 59
1579810866.810976331 4 sdk.privacy-center.org sdk.privacy-center.org 59
1579810867.109019621 1 pxlctl.elpais.com prisa-us-eu.map.fastly.net 9
1579810867.109019621 2 prisa-us-eu.map.fastly.net pxlctl.elpais.com 29
1579810867.209781851 1 dpm.demdex.net gslb-2.demdex.net 291
1579810867.209781851 2 gslb-2.demdex.net edge-irl1.demdex.net 853
1579810867.209781851 3 edge-irl1.demdex.net dcs-edge-irl1-876252164.eu-west-1.elb.amazonaws.com 853
1579810867.209781851 4 dcs-edge-irl1-876252164.eu-west-1.elb.amazonaws.com dcs-edge-irl1-876252164.eu-west-1.elb.amazonaws.com 7
1579810867.209781851 5 dcs-edge-irl1-876252164.eu-west-1.elb.amazonaws.com dcs-edge-irl1-876252164.eu-west-1.elb.amazonaws.com 7
1579810867.209781851 6 dcs-edge-irl1-876252164.eu-west-1.elb.amazonaws.com dcs-edge-irl1-876252164.eu-west-1.elb.amazonaws.com 7
1579810867.209781851 7 dcs-edge-irl1-876252164.eu-west-1.elb.amazonaws.com dcs-edge-irl1-876252164.eu-west-1.elb.amazonaws.com 7
1579810867.209781851 8 dcs-edge-irl1-876252164.eu-west-1.elb.amazonaws.com dcs-edge-irl1-876252164.eu-west-1.elb.amazonaws.com 7
1579810867.209781851 9 dcs-edge-irl1-876252164.eu-west-1.elb.amazonaws.com dcs-edge-irl1-876252164.eu-west-1.elb.amazonaws.com 7
1579810867.209781851 10 dcs-edge-irl1-876252164.eu-west-1.elb.amazonaws.com dcs-edge-irl1-876252164.eu-west-1.elb.amazonaws.com 7
1579810867.209781851 11 dcs-edge-irl1-876252164.eu-west-1.elb.amazonaws.com dpm.demdex.net 7
1579810867.249996400 1 ep01.epimg.net epimg.net.edgekey.net 47
1579810867.249996400 2 epimg.net.edgekey.net e11934.d.akamaiedge.net 454
1579810867.249996400 3 e11934.d.akamaiedge.net e11934.d.akamaiedge.net 19
1579810867.249996400 4 e11934.d.akamaiedge.net ep01.epimg.net 19
1579810867.253690689 1 sb.scorecardresearch.com sb.scorecardresearch.com.edgekey.net 3102
1579810867.253690689 2 sb.scorecardresearch.com.edgekey.net e1879.e7.akamaiedge.net 6742
1579810867.253690689 3 e1879.e7.akamaiedge.net sb.scorecardresearch.com 16
1579810867.263340381 1 static.chartbeat.com d3f7zc5bbfci5.cloudfront.net 19
1579810867.263340381 2 d3f7zc5bbfci5.cloudfront.net static.chartbeat.com 59
1579810867.277089661 1 googleads.g.doubleclick.net pagead46.l.doubleclick.net 196
1579810867.277089661 2 pagead46.l.doubleclick.net googleads.g.doubleclick.net 196
1579810867.301171100 1 playertop.elpais.com media.pm.prisa.edgekey.net 3057
1579810867.301171100 2 media.pm.prisa.edgekey.net e10412.g.akamaiedge.net 11574
1579810867.301171100 3 e10412.g.akamaiedge.net playertop.elpais.com 19
1579810867.301409841 1 sdk-gcp.privacy-center.org sdk-gcp.privacy-center.org 65
1579810867.382485832 1 securepubads.g.doubleclick.net partnerad.l.doubleclick.net 17733
1579810867.382485832 2 partnerad.l.doubleclick.net securepubads.g.doubleclick.net 299
1579810867.399628884 1 c.amazon-adsystem.com d1ykf07e75w7ss.cloudfront.net 732
1579810867.399628884 2 d1ykf07e75w7ss.cloudfront.net c.amazon-adsystem.com 59
1579810867.560832964 1 prisacom.demdex.net gslb-2.demdex.net 284
1579810867.560832964 2 gslb-2.demdex.net edge-irl1.demdex.net 884
1579810867.560832964 3 edge-irl1.demdex.net dcs-edge-irl1-876252164.eu-west-1.elb.amazonaws.com 884
1579810867.560832964 4 dcs-edge-irl1-876252164.eu-west-1.elb.amazonaws.com dcs-edge-irl1-876252164.eu-west-1.elb.amazonaws.com 44
1579810867.560832964 5 dcs-edge-irl1-876252164.eu-west-1.elb.amazonaws.com dcs-edge-irl1-876252164.eu-west-1.elb.amazonaws.com 44
1579810867.560832964 6 dcs-edge-irl1-876252164.eu-west-1.elb.amazonaws.com dcs-edge-irl1-876252164.eu-west-1.elb.amazonaws.com 44
1579810867.560832964 7 dcs-edge-irl1-876252164.eu-west-1.elb.amazonaws.com dcs-edge-irl1-876252164.eu-west-1.elb.amazonaws.com 44
1579810867.560832964 8 dcs-edge-irl1-876252164.eu-west-1.elb.amazonaws.com dcs-edge-irl1-876252164.eu-west-1.elb.amazonaws.com 44
1579810867.560832964 9 dcs-edge-irl1-876252164.eu-west-1.elb.amazonaws.com dcs-edge-irl1-876252164.eu-west-1.elb.amazonaws.com 44
1579810867.560832964 10 dcs-edge-irl1-876252164.eu-west-1.elb.amazonaws.com dcs-edge-irl1-876252164.eu-west-1.elb.amazonaws.com 44
1579810867.560832964 11 dcs-edge-irl1-876252164.eu-west-1.elb.amazonaws.com prisacom.demdex.net 44
1579810867.592170045 1 www.google.com www.google.com 164
1579810867.596487712 1 cm.everesttech.net cm.everesttech.net.akadns.net 94
1579810867.596487712 2 cm.everesttech.net.akadns.net cm.everesttech.net 299
1579810868.028568088 1 adservice.google.es pagead46.l.doubleclick.net 153
1579810868.028568088 2 pagead46.l.doubleclick.net adservice.google.es 153
1579810868.051854053 1 adservice.google.com pagead46.l.doubleclick.net 299
1579810868.051854053 2 pagead46.l.doubleclick.net adservice.google.com 299
1579810868.067275583 1 www.google.es www.google.es 107
1579810868.305319073 1 prisacom.sc.omtrdc.net prisacom.sc.omtrdc.net 56
1579810868.305319073 2 prisacom.sc.omtrdc.net prisacom.sc.omtrdc.net 56
1579810868.305319073 3 prisacom.sc.omtrdc.net prisacom.sc.omtrdc.net 56
1579810868.307491923 1 tracker.datanoticias.prisasd.com tracker.datanoticias.prisasd.com 167
1579810868.331350071 1 connect.facebook.net scontent.xx.fbcdn.net 2271
1579810868.331350071 2 scontent.xx.fbcdn.net connect.facebook.net 59
1579810868.339412845 1 cdn.krxd.net cdn-traffic-director.krxd.net 29
1579810868.339412845 2 cdn-traffic-director.krxd.net cdn-fastly.krxd.net 449
1579810868.339412845 3 cdn-fastly.krxd.net cdn-fastly.krxd.net.c.global-ssl.fastly.net 299
1579810868.339412845 4 cdn-fastly.krxd.net.c.global-ssl.fastly.net cdn-fastly.krxd.net.c.global-ssl.fastly.net 29
1579810868.339412845 5 cdn-fastly.krxd.net.c.global-ssl.fastly.net cdn-fastly.krxd.net.c.global-ssl.fastly.net 29
1579810868.339412845 6 cdn-fastly.krxd.net.c.global-ssl.fastly.net cdn-fastly.krxd.net.c.global-ssl.fastly.net 29
1579810868.339412845 7 cdn-fastly.krxd.net.c.global-ssl.fastly.net cdn.krxd.net 29
1579810868.540151449 1 privacy.prisa.com privacy.prisa.com 59
1579810868.540151449 2 privacy.prisa.com privacy.prisa.com 59
1579810868.540151449 3 privacy.prisa.com privacy.prisa.com 59
1579810868.540151449 4 privacy.prisa.com privacy.prisa.com 59
1579810868.689294903 1 mab.chartbeat.com dualstack.f6.shared.global.fastly.net 246
1579810868.689294903 2 dualstack.f6.shared.global.fastly.net dualstack.f6.shared.global.fastly.net 29
1579810868.689294903 3 dualstack.f6.shared.global.fastly.net dualstack.f6.shared.global.fastly.net 29
1579810868.689294903 4 dualstack.f6.shared.global.fastly.net dualstack.f6.shared.global.fastly.net 29
1579810868.689294903 5 dualstack.f6.shared.global.fastly.net mab.chartbeat.com 29
1579810869.374755063 1 <Root> cofwtybrjkfcd 86383
1579810869.375205936 1 <Root> uefasfjhyyhrtjk 86387
1579810869.375448629 1 <Root> wbtudzragodcjuv 86394
1579810869.932554315 1 www.facebook.com star-mini.c10r.facebook.com 634
1579810869.932554315 2 star-mini.c10r.facebook.com www.facebook.com 54
1579810870.050561835 1 consumer.krxd.net c.global-ssl.fastly.net 962
1579810870.050561835 2 c.global-ssl.fastly.net c.global-ssl.fastly.net 29
1579810870.050561835 3 c.global-ssl.fastly.net c.global-ssl.fastly.net 29
1579810870.050561835 4 c.global-ssl.fastly.net c.global-ssl.fastly.net 29
1579810870.050561835 5 c.global-ssl.fastly.net consumer.krxd.net 29
1579810870.362345517 1 clients1.google.com clients.l.google.com 299
1579810870.362345517 2 clients.l.google.com clients1.google.com 299
1579810870.364358234 1 ping.chartbeat.net ping.chartbeat.net 27
1579810870.364358234 2 ping.chartbeat.net ping.chartbeat.net 27
1579810870.364358234 3 ping.chartbeat.net ping.chartbeat.net 27
1579810870.364358234 4 ping.chartbeat.net ping.chartbeat.net 27
1579810870.364358234 5 ping.chartbeat.net ping.chartbeat.net 27
1579810870.364358234 6 ping.chartbeat.net ping.chartbeat.net 27
1579810870.364358234 7 ping.chartbeat.net ping.chartbeat.net 27
1579810870.364358234 8 ping.chartbeat.net ping.chartbeat.net 27
1579810870.701839218 1 beacon.krxd.net beacon-dub-prod.krxd.net 264
1579810870.701839218 2 beacon-dub-prod.krxd.net prod-dub-beacon-1484770602.eu-west-1.elb.amazonaws.com 149
1579810870.701839218 3 prod-dub-beacon-1484770602.eu-west-1.elb.amazonaws.com prod-dub-beacon-1484770602.eu-west-1.elb.amazonaws.com 27
1579810870.701839218 4 prod-dub-beacon-1484770602.eu-west-1.elb.amazonaws.com prod-dub-beacon-1484770602.eu-west-1.elb.amazonaws.com 27
1579810870.701839218 5 prod-dub-beacon-1484770602.eu-west-1.elb.amazonaws.com prod-dub-beacon-1484770602.eu-west-1.elb.amazonaws.com 27
1579810870.701839218 6 prod-dub-beacon-1484770602.eu-west-1.elb.amazonaws.com prod-dub-beacon-1484770602.eu-west-1.elb.amazonaws.com 27
1579810870.701839218 7 prod-dub-beacon-1484770602.eu-west-1.elb.amazonaws.com prod-dub-beacon-1484770602.eu-west-1.elb.amazonaws.com 27
1579810870.701839218 8 prod-dub-beacon-1484770602.eu-west-1.elb.amazonaws.com prod-dub-beacon-1484770602.eu-west-1.elb.amazonaws.com 27
1579810870.701839218 9 prod-dub-beacon-1484770602.eu-west-1.elb.amazonaws.com prod-dub-beacon-1484770602.eu-west-1.elb.amazonaws.com 27
1579810870.701839218 10 prod-dub-beacon-1484770602.eu-west-1.elb.amazonaws.com beacon.krxd.net 27
1579810872.915671966 1 update.googleapis.com update.googleapis.com 299
1579810872.937238531 1 ssl.gstatic.com ssl.gstatic.com 299
1579810873.871155398 1 ib.adnxs.com g.geogslb.com 16412
1579810873.871155398 2 g.geogslb.com ib.anycast.adnxs.com 411
1579810873.871155398 3 ib.anycast.adnxs.com ib.anycast.adnxs.com 153
1579810873.871155398 4 ib.anycast.adnxs.com ib.anycast.adnxs.com 153
1579810873.871155398 5 ib.anycast.adnxs.com ib.anycast.adnxs.com 153
1579810873.871155398 6 ib.anycast.adnxs.com ib.anycast.adnxs.com 153
1579810873.871155398 7 ib.anycast.adnxs.com ib.anycast.adnxs.com 153
1579810873.871155398 8 ib.anycast.adnxs.com ib.anycast.adnxs.com 153
1579810873.871155398 9 ib.anycast.adnxs.com ib.anycast.adnxs.com 153
1579810873.871155398 10 ib.anycast.adnxs.com ib.adnxs.com 153
1579810873.880104099 1 shb.richaudience.com shb.richaudience.com 59
1579810873.984917295 1 static.criteo.net static.am5.vip.prod.criteo.net 299
1579810873.984917295 2 static.am5.vip.prod.criteo.net static.criteo.net 299
1579810873.991273900 1 prg.smartadserver.com prga.smartadserver.com 233
1579810873.991273900 2 prga.smartadserver.com 2-01-275d-0028.cdx.cedexis.net 364
1579810873.991273900 3 2-01-275d-0028.cdx.cedexis.net eqx.smartadserver.com 420
1579810873.991273900 4 eqx.smartadserver.com eqx.smartadserver.com 234
1579810873.991273900 5 eqx.smartadserver.com eqx.smartadserver.com 234
1579810873.991273900 6 eqx.smartadserver.com eqx.smartadserver.com 234
1579810873.991273900 7 eqx.smartadserver.com eqx.smartadserver.com 234
1579810873.991273900 8 eqx.smartadserver.com eqx.smartadserver.com 234
1579810873.991273900 9 eqx.smartadserver.com prg.smartadserver.com 234
1579810873.996269482 1 bidder.criteo.com bidder.par.vip.prod.criteo.com 299
1579810873.996269482 2 bidder.par.vip.prod.criteo.com bidder.criteo.com 299
1579810874.015278886 1 fastlane.rubiconproject.com optimized-by.rubiconproject.net.akadns.net 559
1579810874.015278886 2 optimized-by.rubiconproject.net.akadns.net perf-optimized-by.rubiconproject.net.akadns.net 599
1579810874.015278886 3 perf-optimized-by.rubiconproject.net.akadns.net perf-optimized-by.rubiconproject.net.akadns.net 599
1579810874.015278886 4 perf-optimized-by.rubiconproject.net.akadns.net perf-optimized-by.rubiconproject.net.akadns.net 599
1579810874.015278886 5 perf-optimized-by.rubiconproject.net.akadns.net perf-optimized-by.rubiconproject.net.akadns.net 599
1579810874.015278886 6 perf-optimized-by.rubiconproject.net.akadns.net fastlane.rubiconproject.com 599
1579810874.051475697 1 as-sec.casalemedia.com as-sec.casalemedia.com.edgekey.net 5211
1579810874.051475697 2 as-sec.casalemedia.com.edgekey.net e8037.g.akamaiedge.net 11810
1579810874.051475697 3 e8037.g.akamaiedge.net as-sec.casalemedia.com 19
1579810875.957551483 1 tpc.googlesyndication.com tpc.googlesyndication.com 299
1579810876.921790738 1 www.googletagservices.com pagead46.l.doubleclick.net 21305
1579810876.921790738 2 pagead46.l.doubleclick.net www.googletagservices.com 5
1579810876.946855601 1 cdn.ampproject.org cdn-content.ampproject.org 299
1579810876.946855601 2 cdn-content.ampproject.org cdn.ampproject.org 299
1579810877.217335677 1 cdn.elasticad.net de5zarwna0j2q.cloudfront.net 294
1579810877.217335677 2 de5zarwna0j2q.cloudfront.net de5zarwna0j2q.cloudfront.net 59
1579810877.217335677 3 de5zarwna0j2q.cloudfront.net de5zarwna0j2q.cloudfront.net 59
1579810877.217335677 4 de5zarwna0j2q.cloudfront.net de5zarwna0j2q.cloudfront.net 59
1579810877.217335677 5 de5zarwna0j2q.cloudfront.net cdn.elasticad.net 59
1579810877.310049141 1 pixel.adsafeprotected.com iepixel.adsafeprotected.com 3599
1579810877.310049141 2 iepixel.adsafeprotected.com firewall-external-2134955858.eu-west-1.elb.amazonaws.com 3599
1579810877.310049141 3 firewall-external-2134955858.eu-west-1.elb.amazonaws.com firewall-external-2134955858.eu-west-1.elb.amazonaws.com 23
